"vertical","agg1","agg2","agg3","dominio","unidades","nmv_brl","pct_del_nmv_zona","pct_del_nmv_vertical"
"FASHION","APPAREL","BASICS","KIT UNDERWEAR&UNDERWEAR","BRAS","2787","134310","0,104","1,06"
"FASHION","APPAREL","BASICS","KIT UNDERWEAR&UNDERWEAR","PAJAMAS","2010","133517","0,104","1,054"
"BEAUTY","BEAUTY PROFESSIONAL","BEAUTY SALOON","HAIR PROFESSIONAL","HAIR_FIXATIVES","2180","132733","0,103","1,385"
"VEHICLE PARTS & ACCESSORIES","OILS & FILTERS","OILS","AGRO OILS","ENGINE_OILS","1431","132562","0,103","1,584"
"CPG","FOODS","COOKIES & SNACKS","SNACKS","DRIED_FRUITS","2472","132315","0,103","1,095"
"CPG","FOODS","COOKIES & SNACKS","COOKIES","COOKIES","4870","132163","0,103","1,094"
"CPG","DRINKS","ALCOHOLICS","BEER","BEERS","3450","131324","0,102","1,087"
"CPG","PET","PET ACCESSORIES","OTHER ACCESSORIES","CATS_LITTER","2885","129900","0,101","1,075"
"FASHION","APPAREL ACCESSORIES","JEWELRY","CHARMS","CHARMS","1900","129401","0,101","1,021"
"FURNISHING & HOUSEWARE","DECOR","WALLPAPERS & VINILS","WALLPAPERS & VINILS","VINYL_ROLLS_AND_SHEETS","2814","129243","0,1","1,144"
"CPG","DRINKS","NON ALCOHOLICS","WATERS","MINERAL_WATERS","5135","128532","0,1","1,064"
"T & B","TOYS AND GAMES","TEDDIES","TEDDIES","STUFFED_TOYS","2022","128101","0,1","3,436"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","TABLETOP","SERVEWARE","SERVING_AND_HOME_TRAYS","2352","127447","0,099","1,128"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","FOOD STORAGE","KITCHEN_CABINET_ORGANIZERS","2461","127370","0,099","1,128"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","ORGANIZATION","CLOTHING ORG","CLOTHES_WARDROBE_ORGANIZERS","2353","126630","0,098","1,121"
"HOME ELECTRONICS","SMALL APPLIANCES","KITCHEN","ELECTRIC KITCHEN TOOLS","ELECTRIC_JUGS","1866","126388","0,098","1,897"
"TECHNOLOGY","CAMERAS & DRONES","STUDIO & LIGHTING","CONTINUOUS LIGHTING","CONTINUOUS_LIGHTING","790","125621","0,098","0,428"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","BATHROOM & KITCHEN CONSTRUCTION","BATHTUBS, SHOWERS ACC & DRAINS","DRAIN_GRATES","3729","125563","0,098","0,628"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","STRING INSTRUMENTS","OTHER STRING INSTRUMENTS & ACCESORIES","EFFECTS_PEDALS","246","124999","0,097","5,1"
"SPORTS","MOUNTAIN & OUTDOORS","CAMPING","SHELTER & SLEEP","AIR_MATTRESSES","885","124940","0,097","3,508"
"CONSTRUCTION & INDUSTRY","TOOLS","POWER TOOLS","CLEANING POWER TOOLS","ELECTRIC_PRESSURE_WASHERS","1412","124523","0,097","0,622"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","TABLETOP","DINNERWARE","DISHES_PLATES","1554","124246","0,097","1,1"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","NOTEBOOK ACCESSORIES","LAPTOP_CHARGERS","2725","123321","0,096","0,421"
"CPG","CPG HOME CARE","CLEANING PRODUCTS & SUPPLIES","HOUSE CLEANING PRODUCTS","FLOOR_DEODORIZERS","4632","123115","0,096","1,019"
"CONSTRUCTION & INDUSTRY","SECURITY","DORBELLS & INTERCOMS","DORBELLS & INTERCOMS","ELECTRIC_ENTRANCE_INTERCOMS","1005","122861","0,096","0,614"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","COOKWARE","KITCHEN_BAKING_DISHES_AND_SHEETS","2286","122714","0,095","1,086"
"HOME ELECTRONICS","SMALL APPLIANCES","HOUSING & CLEANING","ROBOT VACUUMS","ROBOT_VACUUMS","314","122650","0,095","1,841"
"HEALTH","HEALTH GOODS","PHARMACY ARTICLES","PHARMACY ARTICLES","PROTECTIVE_ADHESIVE_BANDAGES","2203","121383","0,094","1,459"
"CPG","FOODS","INFANTS & BABIES","MILKBASED COMPOUND","BABY_FORMULAS","1081","121308","0,094","1,004"
"TECHNOLOGY","SMARTPHONES & TABLETS","ACCESSORIES & PARTS FOR COMMUNICATION","WALKIE TALKIE","WALKIE_TALKIES","784","120211","0,093","0,41"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","PAINTING","LATEX AND ACRYLIC PAINTS","LATEX_ENAMEL_AND_ACRYLIC_PAINTS","1113","119451","0,093","0,597"
"BEAUTY","BEAUTY ELECTRONICS","BEAUTY ELECTRONICS","HAIR_STRAIGHTENERS","HAIR_STRAIGHTENERS","752","118230","0,092","1,233"
"CPG","CPG PERSONAL CARE","ADULT DIAPERS & PADS","ADULT DIAPERS","ADULT_DIAPERS","1730","118163","0,092","0,978"
"T & B","TOYS AND GAMES","OTHER TOYS & GAMES","OTHER TOYS & GAMES","SQUISHIES","3307","116981","0,091","3,138"
"FURNISHING & HOUSEWARE","DECOR","CANDLES AND ACC","CANDLES AND ACC","CANDLES","2183","116544","0,091","1,032"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS INJECTION","VEHICLE_FUEL_INJECTORS","560","115946","0,09","1,386"
"SPORTS","MOUNTAIN & OUTDOORS","CAMPING","GEAR & EQUIPMENT","THERMAL_CUPS_AND_TUMBLERS","2197","115191","0,09","3,234"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_TAIL_LIGHTS","738","114738","0,089","1,371"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","PAINTING","PAINT FINISHING","WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS","1115","114049","0,089","0,57"
"CPG","CPG HOME CARE","TOILET PAPERS & NAPKINS","TOILET PAPERS & NAPKINS","KITCHEN_PAPER_TOWELS","3262","113575","0,088","0,94"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","ORGANIZATION","DECOR BOXES & BASKETS","DECORATIVE_AND_ORGANIZER_BOXES","2164","112536","0,087","0,996"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","OTHER KITCHEN SUPPLY","KITCHEN_SUPPLIES","2474","111575","0,087","0,988"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","AUDIO","OTHER AUDIO DEVICES","DIGITAL_VOICE_RECORDERS","272","110664","0,086","1,661"
"CPG","CPG HOME CARE","CLEANING PRODUCTS & SUPPLIES","KITCHEN & CLEANING SUPPLIES","TRASH_BAGS","4045","110406","0,086","0,914"
"VEHICLE PARTS & ACCESSORIES","ACC VEHICULAR MULTIMEDIA","VEHICULAR AUDIO","VEHICULAR SPEAKERS","VEHICLE_SPEAKERS","617","109836","0,085","1,313"
"CPG","DRINKS","NON ALCOHOLICS","JUICES","JUICES","4105","109717","0,085","0,908"
"CONSTRUCTION & INDUSTRY","SECURITY","CAMERAS, MONITORS & KITS","CAMERAS, MONITORS & KITS","SURVEILLANCE_VIDEO_RECORDERS","197","109068","0,085","0,545"
"SPORTS","INDOOR SPORTS","GYM","GYM ACCESORIES","SPORT_AND_BAZAAR_BOTTLES","2245","107870","0,084","3,028"
"HOME ELECTRONICS","SMALL APPLIANCES","KITCHEN","ELECTRIC KITCHEN TOOLS","HAND_BLENDERS","1188","107261","0,083","1,61"
"BEAUTY","MAKEUP","FACIAL MAKEUP","FACIAL MAKEUP","FOUNDATIONS","1906","106674","0,083","1,113"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","BATHROOM","BATHROOM ACCESSORIES","BATHROOM_ACCESSORIES_KITS","1517","106634","0,083","0,944"
"CONSTRUCTION & INDUSTRY","SECURITY","SAFES & PERSONAL SECURITY","SAFES & PERSONAL SECURITY","OBJECT_FINDERS","1160","106186","0,083","0,531"
"FASHION","FOOTWEAR","SANDAL","SANDAL","HEELS_AND_WEDGES","1206","106113","0,083","0,838"
"HEALTH","HEALTH GOODS","HEALTH ELECTRONICS","CARDIOLOGY & DIABETES ELECTRONICS","BLOOD_PRESSURE_MONITORS","1464","105598","0,082","1,269"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","BODY_SHAPERS","2062","105262","0,082","0,831"
"TECHNOLOGY","SMARTPHONES & TABLETS","TABLETS & READERS ACCESSORIES","TABLET ACCESSORIES","TABLET_CASES_AND_COVERS","2369","104433","0,081","0,356"
"FASHION","APPAREL","CLOTHING","SPORTSWEAR","SPORTSWEAR_SETS","1980","104160","0,081","0,822"
"ENTERTAINMENT","BOOKS AND OTHERS","BOOKS","ALBUMS AND STICKERS","COLLECTIBLE_ALBUM_STICKERS","1770","104109","0,081","4,248"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","OTHER ELECTRICAL","ELECTRICAL_SUPPLIES","1849","102895","0,08","0,514"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","ELECTRONIC, TOOLS & COMPONENTS","ELECTRONIC COMPONENTS","EMBEDDED_SWITCH_MODE_POWER_SUPPLIES","2527","102622","0,08","1,54"
"CPG","CPG HOME CARE","CLEANING EQUIPMENT","CLEANING EQUIPMENT","CLEANING_SUPPLIES","2184","102282","0,08","0,847"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","SWITCHES AND PLUGS","PLUG_ADAPTERS","3436","101921","0,079","0,509"
"CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","ORAL CARE","TOOTHPASTES","2756","101474","0,079","0,84"
"CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","MARKERS & HIGHLIGHTERS","MARKERS_AND_HIGHLIGHTERS","2599","101281","0,079","0,506"
"CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","OTHER OFFICE & SCHOOL SUPPLIES","SHEET_PROTECTORS","2244","100902","0,078","0,504"
"CONSTRUCTION & INDUSTRY","INDUSTRY","GASTRONOMY & HOSPITALITY","GASTRONOMY & HOSPITALITY","DISPOSABLE_CUPS","2082","100663","0,078","0,503"
"FURNISHING & HOUSEWARE","TEXTILES","DINING & KITCHEN TEXTILES","TABLECLOTHS, PLACEMATS & NAPKINS","TABLECLOTHS","2272","100625","0,078","0,891"
"CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","NOTEBOOOKS & PLANNERS","NOTEBOOKS_AND_WRITING_PADS","2477","100465","0,078","0,502"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_COATING_PRODUCTS","1929","100249","0,078","1,198"
"CPG","CPG PERSONAL CARE","CPG BABY CARE","BABY HYGIENE","WET_BABY_WIPES","2398","100088","0,078","0,828"
"CONSTRUCTION & INDUSTRY","TOOLS","POWER TOOLS","COMPRESSORS","AIR_COMPRESSORS","1340","99848","0,078","0,499"
"CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","PEN, PENCILS & ACC","PENS","2172","99128","0,077","0,496"
"FASHION","APPAREL","CLOTHING","BEACHWEAR","SWIMWEAR","2558","98608","0,077","0,778"
"FASHION","APPAREL","CLOTHING","PANTS & OTHERS","SKIRTS","4856","98547","0,077","0,778"
"CONSTRUCTION & INDUSTRY","SECURITY","PADLOCKS","PADLOCKS","PADLOCKS","2027","98289","0,076","0,491"
"HEALTH","HEALTH GOODS","HEALTH ELECTRONICS","WELL BEING ELECTRONICS","BODYWEIGHT_SCALES","1225","98223","0,076","1,18"
"FASHION","APPAREL ACCESSORIES","JEWELRY","BRACELETS_AND_ANKLE_BRACELETS","BRACELETS_AND_ANKLE_BRACELETS","1842","97992","0,076","0,773"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","SWITCHES AND PLUGS","CIRCUIT_BREAKERS","1593","97684","0,076","0,488"
"CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","SOAP","BAR_SOAPS","3128","97402","0,076","0,806"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","CLEANING & LAUNDRY","HOME CLEANING","CLEANING_MOPS","1942","97147","0,076","0,86"
"CPG","FOODS","GROCERIES","SAUCES & DRESSINGS","SAUCES_AND_DRESSINGS","4167","96257","0,075","0,797"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","ELECTRONIC, TOOLS & COMPONENTS","ELECTRONIC COMPONENTS","AUDIO_AND_VIDEO_CONNECTORS","2579","95748","0,074","1,437"
"FASHION","APPAREL ACCESSORIES","BELT","BELT","BELTS","2990","95703","0,074","0,755"
"FASHION","APPAREL ACCESSORIES","JEWELRY","NECKLACES","NECKLACES","1554","95695","0,074","0,755"
"HOME ELECTRONICS","LARGE APPLIANCES","BUILT IN","RANGES, OVENS & COOKTOPS","COOKTOPS","1031","95466","0,074","1,433"
"FASHION","APPAREL","CLOTHING","SPORTSWEAR","SPORT_PANTS","2301","95347","0,074","0,753"
"SPORTS","MOUNTAIN & OUTDOORS","CAMPING","GEAR & EQUIPMENT","FLASHLIGHTS","1856","94846","0,074","2,663"
"HOME ELECTRONICS","SMALL APPLIANCES","KITCHEN","MEAL & DRINK MAKERS","ELECTRIC_SANDWICH_MAKERS","891","94572","0,074","1,419"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","ELECTRONIC, TOOLS & COMPONENTS","ELECTRONIC TOOLS","AUDIO_AND_VIDEO_CONVERTERS","1382","94128","0,073","1,413"
"FURNISHING & HOUSEWARE","DECOR","ORNAMENTS","ORNAMENTS","DECORATIVE_AND_FLOWER_VASES","1761","94025","0,073","0,832"
"VEHICLE PARTS & ACCESSORIES","ACC MOTORCYCLES","MOTORCYCLE ACCESSORIES","MOTORCYCLE ACCESSORIES EXTERIOR","MOTORCYCLE_ACCESSORIES","1463","93372","0,073","1,116"
"FURNISHING & HOUSEWARE","FURNITURE","FURNITURE SPARE PARTS & ACC","FURNITURE SPARE PARTS & ACC","TROLLEY_AND_FURNITURE_WHEELS","1637","92854","0,072","0,822"
"BEAUTY","BEAUTY ELECTRONICS","BEAUTY ELECTRONICS","CURLING_IRONS","CURLING_IRONS","857","92848","0,072","0,969"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","DESKTOP PC PARTS","POWER SUPPLIES","DESKTOP_COMPUTER_POWER_SUPPLIES","686","92658","0,072","0,316"
"CPG","DRINKS","NON ALCOHOLICS","SOFT DRINKS","SOFT_DRINKS","3452","92146","0,072","0,763"
"CPG","CPG HOME CARE","CLEANING PRODUCTS & SUPPLIES","HOUSE CLEANING PRODUCTS","AIR_FRESHENERS","2720","92021","0,072","0,762"
"TECHNOLOGY","SMARTPHONES & TABLETS","ACCESSORIES & PARTS FOR COMMUNICATION","TELEPHONES","TELEPHONES","938","91756","0,071","0,313"
"CONSTRUCTION & INDUSTRY","INDUSTRY","PACKAGING","PACKAGING","PACKAGING_ROLLS","1604","91173","0,071","0,456"
"TECHNOLOGY","SMARTPHONES & TABLETS","SMARTPHONES PARTS & ACCESSORIES","SMARTPHONES, TABLETS & GPS SCREEN PROTECTORS","CELLPHONE_TABLET_AND_GPS_SCREEN_PROTECTORS","2969","90810","0,071","0,31"
"FURNISHING & HOUSEWARE","TEXTILES","BEDROOM TEXTILES","BLANKETS & COMFORTERS","QUILTS_AND_COVERLETS","1135","90636","0,07","0,802"
"CPG","DRINKS","ALCOHOLICS","LIQUORS & SPIRITS","LIQUORS","891","90160","0,07","0,746"
"TECHNOLOGY","CAMERAS & DRONES","CAMERA ACCESSORIES","SUPPORTS & STABILIZERS","CAMERA_TRIPODS","1035","90109","0,07","0,307"
"CPG","PET","PET BEAUTY & HYGIENE","SHAMPOO & CONDITIONER","CAT_AND_DOG_SHAMPOOS_AND_CONDITIONERS","1056","89057","0,069","0,737"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_ANTI_THEFT_STUDS","809","88673","0,069","1,06"
"HEALTH","HEALTH GOODS","HEALTH ELECTRONICS","DIAGNOSIS & OTHER AILMENTS","NEBULIZERS","1222","88300","0,069","1,061"
"TECHNOLOGY","IT APPLIANCES","CONNECTIVITY & NETWORKS","NETWORK CABLES & ACCESSORIES","NETWORK_CARDS","1434","88133","0,069","0,301"
"TECHNOLOGY","CONSOLE GAMING HARDWARE","VR HEADSETS","VR HEADSETS","VR_HEADSETS","126","88121","0,069","0,3"
"OTHERS","ANTIQUES & HOBBIES","ANTIQUES & HOBBIES","ANTIQUES & HOBBIES","SCULPTURES_AND_STATUES","1251","87009","0,068","15,569"
"CONSTRUCTION & INDUSTRY","TOOLS","TOOL ACCESSORIES","DRILLS & SCREWDRIVERS ACC","DRILL_BITS","1822","86930","0,068","0,435"
"VEHICLE PARTS & ACCESSORIES","ACC VEHICULAR MULTIMEDIA","VEHICULAR AUDIO","AUDIO AMPLIFIERS","VEHICLE_AMPLIFIERS","436","86804","0,067","1,037"
"FASHION","APPAREL","CLOTHING","OTHER APPAREL","JUMPSUITS_AND_OVERALLS","2704","86770","0,067","0,685"
"TECHNOLOGY","CAMERAS & DRONES","LENSES, PARTS & OTHERS","CAMERAS & DRONES LENSES","CAMERA_LENSES","91","86706","0,067","0,296"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","PLUMBING","PLUMBING PUMPS","WATER_BOOSTER_PUMPS","261","85995","0,067","0,43"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","SWITCHES AND PLUGS","HOME_APPLIANCE_CONTACTORS_AND_RELAYS","1185","85011","0,066","0,425"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","HUBS USB","USB_HUBS","1367","84797","0,066","0,289"
"HOME ELECTRONICS","TELEVISIONS & STREAMING DEVICES","TELEVISIONS ACCESSORIES","TELEVISIONS ACCESSORIES","TV_REMOTE_CONTROLS","2292","84037","0,065","1,261"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","TABLETOP","FLATWARE","KITCHEN_KNIVES","1246","83786","0,065","0,742"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_CLUTCH_KITS","368","82376","0,064","0,984"
"VEHICLE PARTS & ACCESSORIES","ACC COMMERCIAL VEHICLES","COMMERCIAL VEHICLES REPLACEMENT PARTS","COMMERCIAL VEHICLES LIGHTING","VEHICLE_LED_BULBS","1460","82121","0,064","0,981"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","TABLETOP","SERVEWARE","KITCHEN_BOWLS","1447","82063","0,064","0,727"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","NON_CORRECTIVE_GLASSES_AND_FRAMES","1158","81820","0,064","0,646"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_ENGINE_MOUNTS","331","81797","0,064","0,977"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","DESKTOP PC PARTS","COOLERS AND FANS","DESKTOP_COMPUTER_COOLERS_AND_FANS","924","81306","0,063","0,277"
"TECHNOLOGY","CAMERAS & DRONES","CAMERA ACCESSORIES","SUPPORTS & STABILIZERS","CAMERA_AND_CELLPHONE_STABILIZERS","277","81257","0,063","0,277"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","TABLETOP","DINNERWARE","TABLEWARE_KITS","534","81211","0,063","0,719"
"FURNISHING & HOUSEWARE","TEXTILES","LIVINGROOM TEXTILES","CUSHIONS & TROW BLANKETS","DECORATIVE_BLANKETS","1285","80789","0,063","0,715"
"CONSTRUCTION & INDUSTRY","TOOLS","POWER TOOLS","CUTTING","POWER_GRINDERS","753","80756","0,063","0,404"
"CONSTRUCTION & INDUSTRY","INDUSTRY","PACKAGING","PACKAGING","PACKAGING_BOXES","1491","79916","0,062","0,399"
"HOME ELECTRONICS","HEATING, COOLING & AIR QUALITY","HEATING","HEATERS","WATER_HEATERS","300","79773","0,062","1,197"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","SWITCHES AND PLUGS","WALL_LIGHT_SWITCHES","1658","79547","0,062","0,398"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","OTHER ELECTRONICS","ELECTRONIC PRODUCTS","ELECTRONIC_PRODUCTS","2364","79209","0,062","1,189"
"CPG","DRINKS","NON ALCOHOLICS","ENERGY DRINKS","ENERGY_DRINKS","1685","79160","0,062","0,655"
"FASHION","APPAREL","CLOTHING","PANTS & OTHERS","WORK_PANTS","1694","78954","0,061","0,623"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_AUXILIARY_LIGHTS","1062","78248","0,061","0,935"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_BRAKE_PADS","622","78202","0,061","0,935"
"CPG","CPG HOME CARE","LAUNDRY PRODUCTS","LAUNDRY PRODUCTS","STAIN_REMOVERS_AND_FABRIC_WHITENERS","2517","77973","0,061","0,645"
"CONSTRUCTION & INDUSTRY","STATIONERY","ART & CRAFT SUPPLIES","ART & CRAFT SUPPLIES","ARTS_AND_CRAFTS","1781","77910","0,061","0,389"
"CONSTRUCTION & INDUSTRY","TOOLS","TOOL ACCESSORIES","CUTTING ACC","CUTTING_AND_GRINDING_DISCS_AND_STONES","1433","77236","0,06","0,386"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_SIDE_VIEW_MIRRORS","603","77208","0,06","0,923"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS ACCESSORIES","CARS & VANS ACCESSORIES INTERIOR","VEHICLE_CAMERAS","778","77151","0,06","0,922"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_CELLPHONE_AND_GPS_MOUNTS","2714","76849","0,06","0,918"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","BATHROOM & KITCHEN CONSTRUCTION","EXHAUST FANS","BATHROOM_EXHAUST_FANS","611","76462","0,059","0,382"
"CONSTRUCTION & INDUSTRY","INDUSTRY","SAFETY EQUIPMENT","SAFETY EQUIPMENT","SAFETY_GLOVES","1497","76392","0,059","0,382"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ENGINE","VEHICLE_ENGINE_GASKETS","787","76208","0,059","0,911"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","ORTHOPEDIC SPECIALIZED EQUIPMENT","COMPRESSION_SOCKS","828","74881","0,058","0,9"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","CONSTRUCTION MATERIALS","ADHESIVES AND SEALANTS","SEALANTS_AND_SILICONES","1538","74808","0,058","0,374"
"FURNISHING & HOUSEWARE","DECOR","WALLPAPERS & VINILS","WALLPAPERS & VINILS","WALLPAPER_ROLLS","1918","74769","0,058","0,662"
"CONSTRUCTION & INDUSTRY","INDUSTRY","TEXTIL INDUSTRY","TEXTIL INDUSTRY","FABRICS","2303","74727","0,058","0,374"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","BATHROOM","BATHROOM ACCESSORIES","BATHROOM_SHOWER_ORGANIZERS","1918","74618","0,058","0,661"
"T & B","PARTY","SOUVENIRS","SOUVENIRS","SOUVENIRS","1373","74494","0,058","1,998"
"HEALTH","HEALTH GOODS","PHARMACY ARTICLES","PHARMACY ARTICLES","ESSENTIAL_OILS","1609","74358","0,058","0,894"
"FASHION","APPAREL","CLOTHING","OTHER APPAREL","CLOTHING_LOTS","2178","74305","0,058","0,587"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PARTS COMPONENTS","PC COMPONENTS","LAPTOP_HOUSINGS","397","74247","0,058","0,253"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","SMARTWATCH_AND_WATCH_BANDS","2160","74098","0,058","0,585"
"CPG","FOODS","BREAKFAST & CEREALS","TEA","TEA","2954","73263","0,057","0,606"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","RINGS","1010","72914","0,057","0,576"
"VEHICLE PARTS & ACCESSORIES","ACC MOTORCYCLES","MOTORCYCLE ACCESSORIES","MOTORCYCLE ACCESSORIES EXTERIOR","MOTORCYCLE_INTERCOMMUNICATORS","1006","72369","0,056","0,865"
"CPG","PET","PET FOOD & TREATS","CAT & DOGS FOOD AND TREATS","PET_TREATS","1533","72252","0,056","0,598"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","DESKTOP PC PARTS","PROCESSORS","COMPUTER_PROCESSORS","206","72184","0,056","0,246"
"CONSTRUCTION & INDUSTRY","INDUSTRY","OFFICE EQUIPMENT","OFFICE EQUIPMENT","EMPLOYEE_TIME_CLOCKS","396","72029","0,056","0,36"
"FASHION","APPAREL ACCESSORIES","BAG & BACKPACK","BAGS","TRAVEL_AND_TRAINING_BAGS","1132","71394","0,056","0,564"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","ORGANIZATION","KITCHEN ORG","DISHES_RACKS","1201","71329","0,055","0,631"
"FURNISHING & HOUSEWARE","FURNITURE","STORAGE FURNITURE","RACKS","SHOE_RACKS_AND_CABINETS","1304","70959","0,055","0,628"
"FASHION","APPAREL ACCESSORIES","JEWELRY","EARRING","EARRINGS","1602","69916","0,054","0,552"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","ORGANIZATION","OTHER ORG","AIRTIGHT_AND_VACUUM_BAGS","1240","69802","0,054","0,618"
"CPG","FOODS","CANNED","CANNED","CANNED_AND_PRESERVED_FOOD","3305","69766","0,054","0,578"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","CONSTRUCTION MATERIALS","CONSTRUCTION MATERIALS FIXING","SCREWS","1909","69451","0,054","0,347"
"SPORTS","MOUNTAIN & OUTDOORS","CAMPING","GEAR & EQUIPMENT","THERMAL_REFRIGERATORS_AND_BAGS","1317","69437","0,054","1,949"
"CONSTRUCTION & INDUSTRY","TOOLS","GARDEN TOOLS","BLOWERS","ELECTRIC_BLOWERS","1184","68938","0,054","0,345"
"HOME ELECTRONICS","SMALL APPLIANCES","KITCHEN","DEEP FRYERS","AIR_FRYERS","375","68793","0,053","1,032"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","BALLASTS & INVERTERS","VOLTAGE_CONVERTERS","639","68686","0,053","0,343"
"SPORTS","FOOTBALL","FOOTBALL BALLS","FOOTBALL BALLS","FOOTBALL_BALLS","837","68582","0,053","1,925"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PC PERIPHERALS","MOUSE PADS","MOUSE_PADS","1851","68428","0,053","0,233"
