"vertical","agg1","agg2","agg3","dominio","unidades","nmv_brl","pct_del_nmv_zona","pct_del_nmv_vertical"
"SPORTS","OTHER SPORTS","OTHER SPORTS","RIDING","EQUINE_ROPES","9","1262","0,001","0,035"
"CONSTRUCTION & INDUSTRY","INDUSTRY","INDUSTRY GENERAL EQUIPMENT","INDUSTRY GENERAL EQUIPMENT","BEARING_BALLS","31","1258","0,001","0,006"
"SPORTS","SPORTS ACCESSORIES","SPORTS ACCESSORIES","SPORTS ACCESSORIES","SPORT_AND_SELF_DEFENSE_TONFAS","44","1258","0,001","0,035"
"HEALTH","HEALTH GOODS","MASSAGERS","OTHER MASSAGERS","MASSAGE_EQUIPMENT","27","1251","0,001","0,015"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS TRANSMISSION","VEHICLE_DIFFERENTIAL_COVERS","11","1250","0,001","0,015"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","STRING INSTRUMENTS","VIOLIN & VIOLAS","VIOLINS","5","1247","0,001","0,051"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS INTERIOR","VEHICLE_GLOVE_BOXES","9","1245","0,001","0,015"
"CONSTRUCTION & INDUSTRY","HOME OUTDOORS","POOL, HOT TUBES & SAUNA","POOL HEATING","POOL_SOLAR_HEATERS","6","1244","0,001","0,006"
"CPG","FOODS","COOKIES & SNACKS","SNACKS","GINGERBREADS","41","1242","0,001","0,01"
"TECHNOLOGY","IT APPLIANCES","PRINTERS PARTS & ACCESSORIES","PRINTERS SUPPLIES","TONER_REFILLS","12","1240","0,001","0,004"
"VEHICLE PARTS & ACCESSORIES","ACC MOTORCYCLES","MOTORCYCLE REPLACEMENT PARTS","MOTORCYCLE IGNITION","MOTORCYCLE_BENDIX_STARTERS","8","1237","0,001","0,015"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","MEDICAL SPECIALIZED EQUIPMENT","SANITIZING_LIGHTS","13","1235","0,001","0,015"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","DOOR, WINDOW & FENCES","WINDOWS & SKYLIGHTS","WINDOWS","20","1229","0,001","0,006"
"T & B","PARTY","PARTY EQUIPMENT","PARTY EQUIPMENT","GPS_COVERS","19","1229","0,001","0,033"
"T & B","TOYS AND GAMES","MODELISM","MODELISM","MODEL_NAVAL_MOTOR_BOATS","25","1226","0,001","0,033"
"CPG","FOODS","GROCERIES","OTHER GROCERIES","SAUSAGE_CASINGS","32","1223","0,001","0,01"
"BEAUTY","BEAUTY PERSONAL CARE","BODY CARE","BODY CARE","REUSABLE_SANITARY_PADS","19","1222","0,001","0,013"
"SPORTS","OTHER SPORTS","OTHER SPORTS","RIDING","HORSE_BOOTS","15","1221","0,001","0,034"
"HOME ELECTRONICS","HOUSEHOLD APPLIANCES PARTS","HEATING & COOLING PARTS","FAN PARTS","FAN_MOTORS","20","1219","0,001","0,018"
"T & B","TOYS AND GAMES","ELECTRONIC TOYS","SCALEXTRIC","SCALEXTRIC_TRACKS","8","1218","0,001","0,033"
"CPG","FOODS","GROCERIES","DRY FOOD","LENTILS","80","1215","0,001","0,01"
"FURNISHING & HOUSEWARE","FURNITURE","OUTDOOR FURNITURE","OTHER OUTDOOR FURNITURE","SUNBATHING_CHAIRS_AND_LOUNGERS","25","1215","0,001","0,011"
"BEAUTY","BEAUTY PROFESSIONAL","BEAUTY SALOON","HAIR PROFESSIONAL","FAKE_BANGS","23","1209","0,001","0,013"
"VEHICLE PARTS & ACCESSORIES","ACC NAUTICAL VEHICLES","NAUTICAL EQUIPMENT","NAUTICAL EQUIPMENT ELECTRONICS","NAUTICAL_RADIOS","2","1209","0,001","0,014"
"SPORTS","MOUNTAIN & OUTDOORS","CLIMBING","CLIMBING","CLIMBING_PULLEYS","10","1208","0,001","0,034"
"SPORTS","MOUNTAIN & OUTDOORS","CAMPING","GEAR & EQUIPMENT","TACTICAL_BOARDS","23","1207","0,001","0,034"
"FURNISHING & HOUSEWARE","DECOR","ORNAMENTS","ORNAMENTS","NEWTONS_CRADLES","20","1206","0,001","0,011"
"FURNISHING & HOUSEWARE","DECOR","MIRRORS & DECORATIVE ART","MIRRORS & DECORATIVE ART","FOLDING_SCREENS","7","1206","0,001","0,011"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","SUSHI_MAKERS","29","1203","0,001","0,011"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","BAKEWARE","CAKE_LEVELERS","48","1201","0,001","0,011"
"CONSTRUCTION & INDUSTRY","TOOLS","MEASURING TOOLS","OTHER MEASURING TOOLS","DUROMETERS","2","1201","0,001","0,006"
"CPG","CPG HOME CARE","CLEANING EQUIPMENT","CLEANING EQUIPMENT","CANNED_AIR_DUSTERS","23","1200","0,001","0,01"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","DJ CONSOLES & MIXERS","DJ EQUIPMENT","DJ_TURNTABLES","4","1196","0,001","0,049"
"T & B","PARTY","PARTY EQUIPMENT","PARTY MACHINES","PARTY_PAPER_STREAMERS","14","1191","0,001","0,032"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS TRANSMISSION","VEHICLE_TRANSMISSION_U_JOINTS","18","1190","0,001","0,014"
"HOME ELECTRONICS","HOUSEHOLD APPLIANCES PARTS","HEATING & COOLING PARTS","FAN PARTS","PEDESTAL_FAN_BASES","39","1189","0,001","0,018"
"VEHICLE PARTS & ACCESSORIES","ACC TIRES","AUTOMOTIVE TIRES","AUTOMOTIVE TIRES","VEHICLE_SPARE_TIRE_SCISSOR_JACKS","11","1186","0,001","0,014"
"CONSTRUCTION & INDUSTRY","TOOLS","POWER TOOLS","CUTTING","CHOP_SAWS","4","1186","0,001","0,006"
"TECHNOLOGY","IT APPLIANCES","PRINTERS PARTS & ACCESSORIES","PRINTERS PARTS","PRINTER_TRANSPARENCIES","30","1185","0,001","0,004"
"TECHNOLOGY","SMARTPHONES & TABLETS","ACCESSORIES & PARTS FOR COMMUNICATION","WALKIE TALKIE","WALKIE_TALKIE_CHARGERS","48","1184","0,001","0,004"
"CONSTRUCTION & INDUSTRY","TOOLS","TOOL ACCESSORIES","WELDING ACC","MAGNETIC_WELDING_HOLDERS","26","1183","0,001","0,006"
"SPORTS","WATER SPORTS","DIVING","DIVING","DIVING_REGULATORS","6","1183","0,001","0,033"
"SPORTS","WATER SPORTS","SURF","SURF","BOARD_FINS","10","1183","0,001","0,033"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","DENTAL SPECIALIZED EQUIPMENT","DENTAL_CURETTES","20","1176","0,001","0,014"
"SPORTS","OTHER SPORTS","OTHER SPORTS","RIDING","HORSE_HALTERS","23","1176","0,001","0,033"
"T & B","TOYS AND GAMES","LIFELIKE TOYS","SUPERMARKET TOYS","TOY_SHOPPING_CARTS","19","1176","0,001","0,032"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_AIR_SUSPENSION_KITS","18","1175","0,001","0,014"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","CONSTRUCTION MATERIALS","ROOF PANELS & TILES","ROOF_TILES","349","1172","0,001","0,006"
"T & B","TOYS AND GAMES","BOARD AND CARD GAMES","BOARD GAMES","DICE_ACCESSORIES","11","1171","0,001","0,031"
"HEALTH","HEALTH GOODS","EROTIC","BDSM PRODUCTS","BDSM_KITS","24","1169","0,001","0,014"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","WIND INSTRUMENTS","OTHER WIND INSTRUMENTS & ACCESORIES","WIND_INSTRUMENT_STANDS","11","1166","0,001","0,048"
"SPORTS","OTHER SPORTS","OTHER SPORTS","OTHER SPORTS","SPORT_BOARD_STANDS","36","1164","0,001","0,033"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PARTS COMPONENTS","PC COMPONENTS","THERMAL_PADS","26","1162","0,001","0,004"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_AC_CONDENSERS","4","1162","0,001","0,014"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","PERCUSION INSTRUMENTS","LITTLE PERCUSSION INSTRUMENTS","XYLOPHONES_AND_METALLOPHONES","28","1160","0,001","0,047"
"VEHICLE PARTS & ACCESSORIES","ACC MOTORCYCLES","MOTORCYCLE REPLACEMENT PARTS","MOTORCYCLE BRAKES","MOTORCYCLE_BRAKE_CABLES","47","1159","0,001","0,014"
"CONSTRUCTION & INDUSTRY","INDUSTRY","SAFETY EQUIPMENT","SAFETY EQUIPMENT","FIRE_HOSE_CABINETS","28","1154","0,001","0,006"
"HOME ELECTRONICS","HOUSEHOLD APPLIANCES PARTS","KITCHEN PARTS","REFRIGERATOR & FREEZER PARTS","FREEZER_COVERS","15","1152","0,001","0,017"
"CONSTRUCTION & INDUSTRY","TOOLS","GARDEN TOOLS","ACCESSORIES AND SPARE PARTS","GARDEN_MACHINE_RECOIL_STARTERS","24","1151","0,001","0,006"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS BODYWORK","VEHICLE_HOOD_HINGES","24","1150","0,001","0,014"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","CUFFLINKS","34","1146","0,001","0,009"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_TRANSMISSION_CLUTCH_FLYWHEEL_HOUSINGS","2","1140","0,001","0,014"
"BEAUTY","BEAUTY PERSONAL CARE","FACIAL CARE","FACIAL SKINCARE","REUSABLE_MAKEUP_REMOVERS","29","1138","0,001","0,012"
"CONSTRUCTION & INDUSTRY","HOME OUTDOORS","LANDSCAPING & GARDEN CENTER","LANDSCAPING ACC","GARDEN_TORCHES","21","1137","0,001","0,006"
"T & B","PARTY","PARTY EQUIPMENT","PARTY EQUIPMENT","SOUVENIR_CANS","36","1133","0,001","0,03"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","ELECTRONIC, TOOLS & COMPONENTS","ELECTRONIC COMPONENTS","VACUUM_TUBES","16","1133","0,001","0,017"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS ACCESSORIES","CARS & VANS ACCESSORIES EXTERIOR","VEHICLE_VOLTMETER_GAUGES","43","1128","0,001","0,013"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","ELECTRONIC, TOOLS & COMPONENTS","ELECTRONIC TOOLS","ELECTRONIC_AND_ELECTRICAL_COMPONENT_LUBRICANTS","40","1127","0,001","0,017"
"T & B","TOYS AND GAMES","SHOOTERS & SWORDS","SHOOTERS & SWORDS","GEL_BLASTERS","35","1126","0,001","0,03"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_ROCKER_GUARDS","1","1122","0,001","0,013"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","BAR, WINE & ACC","BAR SETS & ACC","DRINKING_GLASS_AND_MUG_IDENTIFIERS","28","1121","0,001","0,01"
"BEAUTY","BEAUTY PROFESSIONAL","ESTHETIC","ELECTRIC ESTHETIC TOOLS","ABDOMINAL_TONING_BELTS","15","1120","0,001","0,012"
"TECHNOLOGY","IT APPLIANCES","CONNECTIVITY & NETWORKS","NETWORK CABLES & ACCESSORIES","NETWORK_PLUG_COVERS","29","1113","0,001","0,004"
"SPORTS","INDOOR SPORTS","BOXING AND MARTIAL ARTS","BAGS AND ACCESORIES","BOXING_HEADGEARS","10","1112","0,001","0,031"
"VEHICLE PARTS & ACCESSORIES","ACC MOTORCYCLES","MOTORCYCLE REPLACEMENT PARTS","MOTORCYCLE ENGINE","MOTORCYCLE_ALTERNATOR_STATOR_COVERS","15","1111","0,001","0,013"
"T & B","TOYS AND GAMES","MODELISM","MODELISM","MODEL_AIRCRAFT_HELICOPTERS","12","1110","0,001","0,03"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","STRING INSTRUMENTS","OTHER STRING INSTRUMENTS & ACCESORIES","PICKGUARDS","27","1108","0,001","0,045"
"HEALTH","HEALTH GOODS","OFTALMOLOGY","LENSES","CONTACT_LENS_CASES","45","1105","0,001","0,013"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","FLOORING & COATING","TILES & MOSAICS","ARTISTIC_MOSAIC_TILES","29","1104","0,001","0,006"
"SPORTS","INDOOR SPORTS","GYM","GYM ACCESORIES","REHABILITATION_GYROSCOPE_BALLS","38","1098","0,001","0,031"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_BACK_GLASSES","5","1098","0,001","0,013"
"SPORTS","OTHER MAINSTREAM SPORTS","RUNNING","RUNNING","TREADMILL_RUNNING_BELTS","10","1098","0,001","0,031"
"CONSTRUCTION & INDUSTRY","INDUSTRY","GASTRONOMY & HOSPITALITY","GASTRONOMY & HOSPITALITY","BEER_BOTTLES_AND_GROWLERS","37","1098","0,001","0,005"
"HEALTH","HEALTH GOODS","EROTIC","EROTIC COSMESTIC & PERSONAL CARE","EROTIC_PERFUMES","1","1092","0,001","0,013"
"T & B","TOYS AND GAMES","DOLLS","DOLLS PLAY SETS","DOLL_CRIBS","19","1092","0,001","0,029"
"T & B","BABY","BREASTFEED & EATING ACCESSORIES","BREASTFEED ACCESSORIES","BABY_BOTTLE_DRYING_RACKS","16","1091","0,001","0,029"
"TECHNOLOGY","CONSOLE GAMING HARDWARE","GAMES ACCESSORIES","GAME PARTS","PORTABLE_GAME_CONSOLE_BATTERIES","11","1090","0,001","0,004"
"HEALTH","MEDICINES","OTC MEDICINES","OTC MEDICINES","OTC_URINARY_MEDICINES","12","1089","0,001","0,013"
"CONSTRUCTION & INDUSTRY","INDUSTRY","GASTRONOMY & HOSPITALITY","GASTRONOMY & HOSPITALITY","SERVICE_CARTS","3","1087","0,001","0,005"
"FASHION","FOOTWEAR","SANDAL","SANDAL","FLIP_FLOP_STRAPS","48","1085","0,001","0,009"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","PAINTING","OTHERS PAINTING","PAINTS_AND_ACCESSORIES","17","1085","0,001","0,005"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","CONSTRUCTION MATERIALS","HEAVY WORK","CONCRETE_BLOCKS","9","1085","0,001","0,005"
"SPORTS","CYCLING AND OTHERS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLE_DISC_BRAKE_CALIPERS","18","1084","0,001","0,03"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","TABLETOP","FLATWARE","HONEY_SPOONS","26","1083","0,001","0,01"
"CONSTRUCTION & INDUSTRY","INDUSTRY","COMMERCE EQUIPMENT","COMMERCE EQUIPMENT","CASH_REGISTERS","7","1083","0,001","0,005"
"T & B","BABY","BABY TOYS & ACTIVITY CENTERS","ACTIVITY CENTERS","BABY_PUZZLE_PLAY_MATS","14","1082","0,001","0,029"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_BEDLINERS","10","1080","0,001","0,013"
"HOME ELECTRONICS","SMALL APPLIANCES","KITCHEN","ELECTRIC KITCHEN TOOLS","FOOD_DEHYDRATORS","9","1074","0,001","0,016"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PARTS COMPONENTS","PC COMPONENTS","LAPTOP_USB_PORT_BOARDS","9","1073","0,001","0,004"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS TRANSMISSION","VEHICLE_DIFFERENTIALS","8","1073","0,001","0,013"
"HOME ELECTRONICS","HOUSEHOLD APPLIANCES PARTS","LAUNDRY PARTS","WASHING & DRYER MACHINE PARTS","WASHING_AND_DRYER_MACHINE_BEARINGS","26","1070","0,001","0,016"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PARTS COMPONENTS","PC COMPONENTS","BGA_STENCILS","7","1069","0,001","0,004"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","SOCK_AIDS","16","1066","0,001","0,008"
"OTHERS","OTHER","TATOOS","TATOOS","TATTOO_MACHINE_POWER_SUPPLIES","30","1065","0,001","0,191"
"SPORTS","MOUNTAIN & OUTDOORS","FISHING","FISHING_APPAREL_AND_EQUIPMENT","FISHING_GLOVES_AND_MITTENS","33","1065","0,001","0,03"
"FURNISHING & HOUSEWARE","DECOR","CHRISTMAS DECOR","CHRISTMAS DECOR","CHRISTMAS_TREES","21","1063","0,001","0,009"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","STORAGE","FLOPPY DISKS","FLOPPY_DRIVE_EMULATORS","1","1060","0,001","0,004"
"SPORTS","MOUNTAIN & OUTDOORS","CAMPING","GEAR & EQUIPMENT","FIRE_STARTER_FLINTS","27","1056","0,001","0,03"
"T & B","TOYS AND GAMES","LIFELIKE TOYS","LIFELIKE TOYS","TOY_KITE_STICKS","34","1055","0,001","0,028"
"CPG","CPG PERSONAL CARE","ADULT DIAPERS & PADS","URINARY INCONTINENCE","INCONTINENCE_UNDERPADS","23","1055","0,001","0,009"
"CONSTRUCTION & INDUSTRY","INDUSTRY","COMMERCE EQUIPMENT","COMMERCE EQUIPMENT","PRECISION_SCALES","34","1054","0,001","0,005"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ENGINE","FUEL_HOSES","29","1053","0,001","0,013"
"VEHICLE PARTS & ACCESSORIES","ACC NAUTICAL VEHICLES","NAUTICAL EQUIPMENT","NAUTICAL EQUIPMENT EXTERIOR","NAUTICAL_SHACKLES","19","1053","0,001","0,013"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS BATTERIES","CARS & VANS BATTERIES","VEHICLE_ELEC_NEG_BATTERY_CABLES","12","1050","0,001","0,013"
"VEHICLE PARTS & ACCESSORIES","ACC COMMERCIAL VEHICLES","COMMERCIAL VEHICLES REPLACEMENT PARTS","COMMERCIAL VEHICLES BODYWORK","VEHICLE_BUMPER_CAPS","12","1050","0,001","0,013"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_HOOD_SUPPORT_RODS","17","1047","0,001","0,013"
"HOME ELECTRONICS","HOUSEHOLD APPLIANCES PARTS","LAUNDRY PARTS","WASHING & DRYER MACHINE PARTS","WASHING_MACHINE_PULLEYS","29","1045","0,001","0,016"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_DOOR_MOLDINGS","27","1035","0,001","0,012"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ELECTRONICS","VEHICLE_REVERSE_LIGHT_SWITCHES","28","1034","0,001","0,012"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","WINTER_EARMUFFS","30","1033","0,001","0,008"
"SPORTS","CYCLING AND OTHERS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLE_WHEEL_AXLES","34","1029","0,001","0,029"
"CONSTRUCTION & INDUSTRY","TOOLS","TOOL ACCESSORIES","COMPRESSOR ACC","AIR_COMPRESSOR_HEADS","26","1027","0,001","0,005"
"T & B","TOYS AND GAMES","ART & CRAFT","BOARDS","KIDS_EASELS","21","1025","0,001","0,027"
"TECHNOLOGY","IT APPLIANCES","PRINTERS PARTS & ACCESSORIES","PRINTERS PARTS","PRINTER_TIMING_BELTS","17","1025","0,001","0,003"
"CONSTRUCTION & INDUSTRY","TOOLS","GARDEN TOOLS","BRUSHCUTTERS AND EDGERS","COMBUSTION_BRUSH_CUTTERS_AND_STRING_TRIMMERS","3","1024","0,001","0,005"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","NET AND FIBER OPTIC","FIBER_OPTIC_POWER_METERS","7","1017","0,001","0,005"
"TECHNOLOGY","IT APPLIANCES","PROJECTOR ACCESSORIES & PARTS","PROJECTOR ACCESSORIES & PARTS","PROJECTOR_OPTICAL_BLOCKS","2","1015","0,001","0,003"
"HOME ELECTRONICS","HOUSEHOLD APPLIANCES PARTS","LAUNDRY PARTS","WASHING & DRYER MACHINE PARTS","WASHING_AND_DRYER_MACHINE_CONTROL_PANELS","25","1014","0,001","0,015"
"HOME ELECTRONICS","HOUSEHOLD APPLIANCES PARTS","REFRIGERATION PARTS","REFRIGERATOR & FREEZER PARTS","REFRIGERATOR_AND_FREEZER_LIGHT_SWITCHES","33","1013","0,001","0,015"
"CONSTRUCTION & INDUSTRY","TOOLS","MEASURING TOOLS","DISTANCE","MEASURING_WHEELS","9","1010","0,001","0,005"
"CPG","FOODS","INFANTS & BABIES","BISCUITS","BABY_BISCUITS","30","1009","0,001","0,008"
"BEAUTY","BEAUTY PROFESSIONAL","ESTHETIC","ESTHETIC SUPPLIES","TANNING_ADHESIVE_TAPES","21","1009","0,001","0,011"
"FURNISHING & HOUSEWARE","DECOR","ORNAMENTS","ORNAMENTS","WOODEN_CRATES","25","1008","0,001","0,009"
"T & B","TOYS AND GAMES","MODELISM","MODELISM","MODEL_AIRCRAFT_ELECTRIC_MOTORS","16","1005","0,001","0,027"
"CONSTRUCTION & INDUSTRY","TOOLS","POWER TOOLS","DRILLING AND SCREWDRIVING","TABLE_DRILLS","13","1002","0,001","0,005"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","PERCUSION INSTRUMENTS","DRUMS & ACCESSORIES","BONGOS","20","1002","0,001","0,041"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","MEDICAL SPECIALIZED EQUIPMENT","EMERGENCY_THERMAL_BLANKETS","44","1001","0,001","0,012"
"CPG","PET","PET BEAUTY & HYGIENE","SANITARY ACCESSORIES","DOG_AND_CAT_SANITARY_PANTIES","29","1001","0,001","0,008"
"BEAUTY","BEAUTY PERSONAL CARE","PERSONAL CARE TOOLS AND ACCESSORIES","PERSONAL CARE TOOLS AND ACCESSORIES","SKIN_PUMICE_STONES","43","1000","0,001","0,01"
"T & B","BABY","BABY CARE","BABY CARE","BABY_KNEE_PADS","33","999","0,001","0,027"
"CPG","FOODS","GROCERIES","INSTANT FOOD","INSTANT_MASHED_POTATOES","26","999","0,001","0,008"
"SPORTS","INDOOR SPORTS","GYM","GYM MACHINES","STEPPERS","6","998","0,001","0,028"
"CONSTRUCTION & INDUSTRY","HOME OUTDOORS","LANDSCAPING & GARDEN CENTER","LANDSCAPING ACC","GERMINATION_TRAYS","26","997","0,001","0,005"
"VEHICLE PARTS & ACCESSORIES","ACC NAUTICAL VEHICLES","NAUTICAL EQUIPMENT","NAUTICAL EQUIPMENT ELECTRONICS","VEHICLE_AUTOPILOTS","2","997","0,001","0,012"
"TECHNOLOGY","CAMERAS & DRONES","STUDIO & LIGHTING","PHOTOGRAPHIC ACCESSORIES","FLASH_FILTERS","16","997","0,001","0,003"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","ELECTRONIC, TOOLS & COMPONENTS","ELECTRONIC TOOLS","SWR_AND_POWER_METERS","2","996","0,001","0,015"
"CONSTRUCTION & INDUSTRY","TOOLS","MEASURING TOOLS","AMBIENT","ANEMOMETERS","7","993","0,001","0,005"
"SPORTS","OTHER SPORTS","OTHER SPORTS","RIDING","HORSE_CARE_TOOL_KITS","10","993","0,001","0,028"
"OTHERS","ANTIQUES & HOBBIES","ANTIQUES & HOBBIES","ANTIQUES & HOBBIES","CHALICES","20","992","0,001","0,178"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","PERCUSION INSTRUMENTS","DRUMS & ACCESSORIES","DRUM_KEYS","15","991","0,001","0,04"
"CPG","PET","PET HOUSES, TOYS & FASHION","PET HOUSE EQUIPMENT","AQUARIUM_ALGAECIDES","14","990","0,001","0,008"
"T & B","BABY","BABY CARE","BABY CARE","BABY_REPELLENT_BUTTONS_AND_PATCHES","32","990","0,001","0,027"
"TECHNOLOGY","SMARTPHONES & TABLETS","SMARTPHONES PARTS & ACCESSORIES","SMARTPHONES DEVICE CHARGERS","CELLPHONE_CHARGER_PINS","103","989","0,001","0,003"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_TRIPOD_JOINT_SPIDERS","36","986","0,001","0,012"
"OTHERS","OTHER","ESOTERIC","ESOTERIC","RUNES","23","985","0,001","0,176"
"CONSTRUCTION & INDUSTRY","INDUSTRY","INDUSTRY GENERAL EQUIPMENT","INDUSTRY GENERAL EQUIPMENT","PLASTIC_INJECTION_MOLDS","4","984","0,001","0,005"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","MEDICAL SPECIALIZED EQUIPMENT","HUMAN_SKELETON_ANATOMICAL_MODELS","9","983","0,001","0,012"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_SWAY_BARS","9","982","0,001","0,012"
"CONSTRUCTION & INDUSTRY","INDUSTRY","GASTRONOMY & HOSPITALITY","GASTRONOMY & HOSPITALITY","CHECK_HOLDERS","8","981","0,001","0,005"
"SPORTS","OTHER SPORTS","BADMINTON","BADMINTON","BADMINTON_KITS","16","979","0,001","0,027"
"SPORTS","FOOTBALL","FOOTBALL ACCESSORIES","FOOTBALL ACCESSORIES","REFEREE_CARDS","24","979","0,001","0,027"
"T & B","TOYS AND GAMES","SHOOTERS & SWORDS","SHOOTERS & SWORDS","TOY_AMMUNITIONS","27","977","0,001","0,026"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","BREW","COFFEE_AND_FOOD_DECORATIVE_STENCILS","30","976","0,001","0,009"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","BAR, WINE & ACC","WINE ACC","WINE_VACUUM_PUMPS","23","976","0,001","0,009"
"T & B","TOYS AND GAMES","OUTDOOR TOYS","TRAMPOLINES","TRAMPOLINE_SPRINGS","21","975","0,001","0,026"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","MUSICAL INSTRUMENTS ACCESSORIES","MUSICAL INSTRUMENTS ACCESSORIES","FOOTSWITCHES","11","973","0,001","0,04"
"FURNISHING & HOUSEWARE","FURNITURE","BEDROOM FURNITURE","MAKE UP VANITIES","MAKEUP_VANITIES","15","969","0,001","0,009"
"CONSTRUCTION & INDUSTRY","INDUSTRY","INDUSTRY GENERAL EQUIPMENT","INDUSTRY GENERAL EQUIPMENT","VOLUMETRIC_FILLERS","3","967","0,001","0,005"
"T & B","PARTY","PARTY EQUIPMENT","PARTY MACHINES","PARTY_SPRAY_FOAMS","20","961","0,001","0,026"
"TECHNOLOGY","CAMERAS & DRONES","DRONES, PARTS & ACCESSORIES","DRONES, PARTS & ACCESSORIES","DRONE_PROPELLER_GUARDS","15","960","0,001","0,003"
